query,q0,docid,rank,score,system
152,Q0,WSJ880125-0138,190,0.12659368196899382,minmaxnorm
152,Q0,AP891123-0030,191,0.12654297238823264,minmaxnorm
152,Q0,WSJ871028-0040,192,0.1265161037645573,minmaxnorm
152,Q0,WSJ881024-0135,193,0.12640620428519453,minmaxnorm
152,Q0,WSJ900806-0027,194,0.1260275111149881,minmaxnorm
152,Q0,WSJ870918-0156,195,0.12577362810435405,minmaxnorm
152,Q0,ZF108-541-430,196,0.12575300691946253,minmaxnorm
152,Q0,AP890815-0192,197,0.1252990519409801,minmaxnorm
152,Q0,AP891030-0205,198,0.12517529883955456,minmaxnorm
152,Q0,WSJ880325-0112,199,0.12506276197260824,minmaxnorm
152,Q0,WSJ880805-0180,200,0.12475452850066232,minmaxnorm
152,Q0,WSJ880623-0042,201,0.12446626568326735,minmaxnorm
152,Q0,AP881029-0076,202,0.12418412188329707,minmaxnorm
152,Q0,AP890505-0097,203,0.12388992035975203,minmaxnorm
152,Q0,AP880709-0128,204,0.12384094858235663,minmaxnorm
152,Q0,AP880621-0313,205,0.12326059844062004,minmaxnorm
152,Q0,AP880711-0164,206,0.12308726868466037,minmaxnorm
152,Q0,AP880626-0033,207,0.12298729965260968,minmaxnorm
152,Q0,WSJ870831-0064,208,0.12282698146325777,minmaxnorm
152,Q0,AP880721-0035,209,0.12268725050747553,minmaxnorm
152,Q0,WSJ870312-0159,210,0.12245287089657102,minmaxnorm
152,Q0,AP880620-0015,211,0.12236392929715309,minmaxnorm
152,Q0,AP880810-0099,212,0.12231866969039278,minmaxnorm
152,Q0,AP890915-0233,213,0.12222595629173094,minmaxnorm
152,Q0,ZF207-104-964,214,0.12169694816099115,minmaxnorm
152,Q0,AP890309-0279,215,0.1216562098374382,minmaxnorm
152,Q0,AP890404-0123,216,0.12132904666867739,minmaxnorm
152,Q0,WSJ870113-0097,217,0.12123954107717921,minmaxnorm
152,Q0,WSJ871207-0078,218,0.12088233276409241,minmaxnorm
152,Q0,WSJ880623-0110,219,0.12065950653296988,minmaxnorm
152,Q0,WSJ890918-0012,220,0.12030716530017757,minmaxnorm
152,Q0,AP880929-0021,221,0.12013266275465959,minmaxnorm
152,Q0,WSJ880719-0050,222,0.12003239565086839,minmaxnorm
152,Q0,AP880702-0027,223,0.12000338879435417,minmaxnorm
152,Q0,AP881201-0135,224,0.11983633443966181,minmaxnorm
152,Q0,WSJ881028-0053,225,0.1197188354323866,minmaxnorm
152,Q0,WSJ880610-0096,226,0.11957659618231786,minmaxnorm
152,Q0,WSJ880624-0057,227,0.11903619792186478,minmaxnorm
152,Q0,AP880625-0026,228,0.11899883779760125,minmaxnorm
152,Q0,AP880627-0089,229,0.11829452392555181,minmaxnorm
152,Q0,AP880701-0130,230,0.11824194169661624,minmaxnorm
152,Q0,AP881122-0039,231,0.11807410182000985,minmaxnorm
152,Q0,AP880623-0271,232,0.11754012465651283,minmaxnorm
152,Q0,AP890310-0229,233,0.11734033001724264,minmaxnorm
152,Q0,ZF108-279-880,234,0.11706274996679124,minmaxnorm
152,Q0,WSJ910610-0092,235,0.11696630955220697,minmaxnorm
152,Q0,AP880628-0119,236,0.11695388484717124,minmaxnorm
152,Q0,AP890107-0037,237,0.11688007777591289,minmaxnorm
152,Q0,WSJ880708-0038,238,0.11683456766845203,minmaxnorm
152,Q0,AP890411-0045,239,0.11656884979859503,minmaxnorm
152,Q0,WSJ900511-0013,240,0.11643296637652492,minmaxnorm
152,Q0,WSJ900606-0114,241,0.11637445702773995,minmaxnorm
152,Q0,AP880617-0036,242,0.11625163147502769,minmaxnorm
152,Q0,AP880719-0142,243,0.1162020668837328,minmaxnorm
152,Q0,AP880705-0032,244,0.11585773901879372,minmaxnorm
152,Q0,AP880829-0022,245,0.1157045311484339,minmaxnorm
152,Q0,WSJ880930-0173,246,0.1151343354110553,minmaxnorm
152,Q0,WSJ890801-0153,247,0.11496869624628155,minmaxnorm
152,Q0,WSJ881021-0013,248,0.11465904531990215,minmaxnorm
152,Q0,WSJ861211-0061,249,0.11453468405301602,minmaxnorm
152,Q0,WSJ880429-0085,250,0.11431741727702768,minmaxnorm
152,Q0,WSJ880428-0146,251,0.11428114772064936,minmaxnorm
152,Q0,AP880723-0190,252,0.11422668670435991,minmaxnorm
152,Q0,AP880425-0085,253,0.11401872285200229,minmaxnorm
152,Q0,AP881222-0005,254,0.11366009740225053,minmaxnorm
152,Q0,WSJ880212-0006,255,0.11330305885316024,minmaxnorm
152,Q0,WSJ881003-0084,256,0.11328109318167214,minmaxnorm
152,Q0,AP880706-0251,257,0.1132309442975458,minmaxnorm
152,Q0,AP891017-0042,258,0.11298053409065983,minmaxnorm
152,Q0,WSJ870623-0083,259,0.11297530737680977,minmaxnorm
152,Q0,AP890915-0123,260,0.11252643130577734,minmaxnorm
152,Q0,AP880617-0159,261,0.112005818031053,minmaxnorm
152,Q0,AP880623-0140,262,0.1119718379684694,minmaxnorm
152,Q0,FR891128-0027,263,0.11191320396365848,minmaxnorm
152,Q0,AP890626-0261,264,0.11169043170463747,minmaxnorm
152,Q0,AP880826-0089,265,0.11102825309196647,minmaxnorm
152,Q0,AP881031-0018,266,0.11099738239405779,minmaxnorm
152,Q0,WSJ880916-0118,267,0.11078380877034354,minmaxnorm
152,Q0,AP880629-0311,268,0.11072598870447267,minmaxnorm
152,Q0,AP890407-0133,269,0.1107038495328206,minmaxnorm
152,Q0,AP890725-0261,270,0.11069813893773855,minmaxnorm
152,Q0,AP890129-0035,271,0.11005916600161103,minmaxnorm
152,Q0,AP890131-0107,272,0.10999031187923053,minmaxnorm
152,Q0,WSJ871124-0092,273,0.10979444032513672,minmaxnorm
152,Q0,AP881116-0178,274,0.1091448875213882,minmaxnorm
152,Q0,WSJ870925-0032,275,0.10893963657973409,minmaxnorm
152,Q0,AP891215-0289,276,0.10886572673507826,minmaxnorm
152,Q0,WSJ880504-0169,277,0.10854484035603555,minmaxnorm
152,Q0,AP880427-0198,278,0.10843381057575582,minmaxnorm
152,Q0,WSJ910912-0155,279,0.1080790996718463,minmaxnorm
152,Q0,AP890607-0146,280,0.1080728456482824,minmaxnorm
152,Q0,AP881104-0108,281,0.10806319001005943,minmaxnorm
152,Q0,AP891015-0030,282,0.10804229412191817,minmaxnorm
152,Q0,WSJ911204-0045,283,0.10799468210449689,minmaxnorm
152,Q0,AP880629-0115,284,0.10781165163263308,minmaxnorm
152,Q0,WSJ871223-0003,285,0.10779304175473592,minmaxnorm
152,Q0,WSJ910926-0067,286,0.10764690833595061,minmaxnorm
152,Q0,AP881012-0255,287,0.1075886430267687,minmaxnorm
152,Q0,WSJ870320-0127,288,0.1075206277679634,minmaxnorm
152,Q0,AP881223-0012,289,0.10748988341362474,minmaxnorm
152,Q0,WSJ910617-0058,290,0.10737581234702778,minmaxnorm
152,Q0,WSJ900502-0099,291,0.10720962415597773,minmaxnorm
152,Q0,AP891210-0025,292,0.10707753925670524,minmaxnorm
152,Q0,WSJ900412-0068,293,0.1068448032467692,minmaxnorm
152,Q0,WSJ900926-0061,294,0.10673229006788278,minmaxnorm
152,Q0,AP880702-0048,295,0.1066073933322774,minmaxnorm
152,Q0,WSJ890816-0014,296,0.10633973913483448,minmaxnorm
152,Q0,AP881219-0017,297,0.10607064972013333,minmaxnorm
152,Q0,WSJ880406-0139,298,0.10591892317401984,minmaxnorm
152,Q0,AP881022-0126,299,0.10574580964153656,minmaxnorm
152,Q0,WSJ871103-0103,300,0.10569781441583793,minmaxnorm
152,Q0,AP891012-0293,301,0.10548599282918075,minmaxnorm
152,Q0,WSJ880226-0031,302,0.10532955020400471,minmaxnorm
152,Q0,AP881019-0038,303,0.10513141224632619,minmaxnorm
152,Q0,WSJ880701-0025,304,0.10505248598198595,minmaxnorm
152,Q0,WSJ910307-0011,305,0.10489301750399521,minmaxnorm
152,Q0,WSJ880722-0056,306,0.10462725575740162,minmaxnorm
152,Q0,AP880702-0144,307,0.10452290313494877,minmaxnorm
152,Q0,ZF108-655-386,308,0.10448133629499472,minmaxnorm
152,Q0,AP890929-0173,309,0.104378135315055,minmaxnorm
152,Q0,AP880620-0136,310,0.104160561501166,minmaxnorm
152,Q0,AP891210-0028,311,0.10375572948028071,minmaxnorm
152,Q0,AP880626-0062,312,0.10373088204427727,minmaxnorm
152,Q0,ZF109-549-581,313,0.10334135623682085,minmaxnorm
152,Q0,AP880706-0289,314,0.10326408877014084,minmaxnorm
152,Q0,AP891227-0012,315,0.10321250271534615,minmaxnorm
152,Q0,WSJ870513-0102,316,0.1031787261249054,minmaxnorm
152,Q0,FR891002-0030,317,0.10293766163690282,minmaxnorm
152,Q0,AP881213-0121,318,0.10231314738985081,minmaxnorm
152,Q0,WSJ870403-0069,319,0.10226100630423061,minmaxnorm
152,Q0,WSJ890831-0088,320,0.10222272039237652,minmaxnorm
152,Q0,WSJ870511-0110,321,0.10203484215241891,minmaxnorm
152,Q0,AP880629-0346,322,0.10174214777339102,minmaxnorm
152,Q0,WSJ880715-0027,323,0.10143168875100626,minmaxnorm
152,Q0,WSJ900523-0007,324,0.10091224285985814,minmaxnorm
152,Q0,WSJ900625-0040,325,0.10039333294138368,minmaxnorm
152,Q0,WSJ920120-0121,326,0.10016030939590195,minmaxnorm
152,Q0,WSJ870831-0041,327,0.1001180860010086,minmaxnorm
152,Q0,AP880329-0257,328,0.09988905868387069,minmaxnorm
152,Q0,FR89511-0016,329,0.09966380368414969,minmaxnorm
152,Q0,WSJ870729-0103,330,0.09950853953991248,minmaxnorm
152,Q0,WSJ880411-0038,331,0.0992946733269271,minmaxnorm
152,Q0,WSJ890915-0089,332,0.09912898221032306,minmaxnorm
152,Q0,AP891114-0275,333,0.09900784192523894,minmaxnorm
152,Q0,WSJ870306-0080,334,0.0987569113798288,minmaxnorm
152,Q0,WSJ870306-0150,335,0.09850278193040021,minmaxnorm
152,Q0,WSJ880225-0034,336,0.09812590056941813,minmaxnorm
152,Q0,AP880802-0291,337,0.09731332777352224,minmaxnorm
152,Q0,AP880616-0058,338,0.09729636227797633,minmaxnorm
152,Q0,AP880630-0265,339,0.09729319746824792,minmaxnorm
152,Q0,AP881003-0157,340,0.09721440409888558,minmaxnorm
152,Q0,AP880728-0202,341,0.0971075198294687,minmaxnorm
152,Q0,AP880711-0122,342,0.09694244993945095,minmaxnorm
152,Q0,ZF108-598-966,343,0.09690725435115281,minmaxnorm
152,Q0,AP880903-0007,344,0.09676574793937573,minmaxnorm
152,Q0,AP880318-0250,345,0.0967647989789461,minmaxnorm
152,Q0,WSJ870204-0014,346,0.09675482369534825,minmaxnorm
152,Q0,WSJ881103-0114,347,0.09673516374396371,minmaxnorm
152,Q0,WSJ900913-0001,348,0.09642957625277586,minmaxnorm
152,Q0,WSJ910201-0032,349,0.09634030940784354,minmaxnorm
152,Q0,AP880805-0027,350,0.09631240915594022,minmaxnorm
152,Q0,FR89131-0157,351,0.09609240873427029,minmaxnorm
152,Q0,AP880518-0027,352,0.09588355780205261,minmaxnorm
152,Q0,AP880715-0227,353,0.0958176661429132,minmaxnorm
152,Q0,WSJ870217-0028,354,0.09578685704799084,minmaxnorm
152,Q0,WSJ910226-0077,355,0.0955551576945242,minmaxnorm
152,Q0,AP881015-0071,356,0.09526801226132883,minmaxnorm
152,Q0,WSJ920102-0006,357,0.0949356189049068,minmaxnorm
152,Q0,ZF109-507-479,358,0.0947530701800982,minmaxnorm
152,Q0,ZF108-192-124,359,0.09468765191657859,minmaxnorm
152,Q0,WSJ910903-0039,360,0.09453777006202221,minmaxnorm
152,Q0,AP891221-0272,361,0.09450194483580408,minmaxnorm
152,Q0,AP890104-0073,362,0.09448811232748487,minmaxnorm
152,Q0,AP881229-0020,363,0.09395830945595224,minmaxnorm
152,Q0,AP880714-0254,364,0.09394645827344188,minmaxnorm
152,Q0,AP890815-0251,365,0.09394327487481005,minmaxnorm
152,Q0,AP890213-0013,366,0.0939065793157673,minmaxnorm
152,Q0,AP890602-0137,367,0.093887069231128,minmaxnorm
152,Q0,AP890411-0240,368,0.09380283567782059,minmaxnorm
152,Q0,WSJ910402-0030,369,0.09373539248395761,minmaxnorm
152,Q0,WSJ881010-0009,370,0.09342626340997291,minmaxnorm
152,Q0,WSJ910925-0086,371,0.09330814318171467,minmaxnorm
152,Q0,WSJ870204-0069,372,0.09322676262741245,minmaxnorm
152,Q0,AP880604-0045,373,0.09301841900183123,minmaxnorm
152,Q0,AP881006-0279,374,0.09290207630539893,minmaxnorm
152,Q0,WSJ910325-0092,375,0.09275069473088045,minmaxnorm
152,Q0,WSJ880707-0175,376,0.09270347758104,minmaxnorm
152,Q0,AP890309-0098,377,0.09224951243739998,minmaxnorm
152,Q0,FR881110-0006,378,0.09220072733145004,minmaxnorm
152,Q0,ZF108-186-002,379,0.0921248102211899,minmaxnorm
152,Q0,FR88928-0019,380,0.09171943105472558,minmaxnorm
152,Q0,WSJ900706-0065,381,0.09161441474103513,minmaxnorm
152,Q0,AP880627-0125,382,0.09160412758527162,minmaxnorm
152,Q0,AP880617-0278,383,0.09136415262056989,minmaxnorm
152,Q0,WSJ880210-0044,384,0.09106779432058228,minmaxnorm
152,Q0,ZF207-189-652,385,0.09104292515675937,minmaxnorm
152,Q0,WSJ900918-0068,386,0.09099510492840036,minmaxnorm
152,Q0,WSJ910528-0096,387,0.09088088744992225,minmaxnorm
152,Q0,AP880625-0008,388,0.0908373251901884,minmaxnorm
152,Q0,AP890111-0037,389,0.09062650927547015,minmaxnorm
152,Q0,WSJ910611-0054,390,0.09039204740069647,minmaxnorm
152,Q0,WSJ880617-0011,391,0.0899106227213526,minmaxnorm
152,Q0,AP890124-0288,392,0.0897711701486058,minmaxnorm
152,Q0,WSJ880817-0103,393,0.08951132624233502,minmaxnorm
152,Q0,WSJ880608-0021,394,0.08934347681731167,minmaxnorm
152,Q0,AP890104-0143,395,0.0892520098505834,minmaxnorm
152,Q0,WSJ900507-0128,396,0.08887330929002671,minmaxnorm
152,Q0,AP880713-0193,397,0.08860895286121645,minmaxnorm
152,Q0,AP890201-0199,398,0.08855559371874404,minmaxnorm
152,Q0,AP890105-0276,399,0.08829144397219485,minmaxnorm
152,Q0,WSJ870608-0011,400,0.08811619234759104,minmaxnorm
152,Q0,AP880621-0332,401,0.08792861042610647,minmaxnorm
152,Q0,WSJ911031-0057,402,0.08774218737779407,minmaxnorm
152,Q0,AP891209-0082,403,0.08773044922247326,minmaxnorm
152,Q0,WSJ911011-0002,404,0.08771983679349306,minmaxnorm
152,Q0,AP890510-0161,405,0.08753419078572539,minmaxnorm
152,Q0,AP880907-0281,406,0.08749892610197624,minmaxnorm
152,Q0,AP890105-0020,407,0.0871933161284228,minmaxnorm
152,Q0,WSJ900426-0110,408,0.08713081483724039,minmaxnorm
152,Q0,AP880213-0029,409,0.0871073767036049,minmaxnorm
152,Q0,FR88929-0029,410,0.08699769166575386,minmaxnorm
152,Q0,AP880913-0199,411,0.08694530373381953,minmaxnorm
152,Q0,AP880823-0012,412,0.08688585116487269,minmaxnorm
